term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,tfidf,dfidf
me,2521,2,0.0030097719091934,8.376130125897703,PRP,15,"{'NN', 'VBD', 'VBN', 'PRP', 'NNP', 'VBZ', 'VB', 'VBP', 'IN', 'CD', 'JJR', 'RB', 'JJ', 'NNS', 'POS'}",1,me,me,me,0.3557910385229974,2680.3206790159097
meadow,4,6,4.775520680989249e-06,17.675910528756244,NN,1,{'NN'},0,meadow,meadow,meadow,0.6572928194163735,32.65861389900971
meagan,492,6,0.0005873890437616,10.733396023417002,NNP,5,"{'NN', 'NNP', 'VB', 'JJ', 'NNS'}",0,meagan,meagan,meag,3.403671020065902,496.6366875980211
meagans,71,7,8.476549208755917e-05,13.52616340925156,NNP,1,{'NNP'},0,meagan,meagan,meag,2.3059425415207886,189.26891119207767
meaganstormie,1,13,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,meaganstormi,meaganstormi,meaganstormy,0.43004024599049623,12.471167133724391
meal,16,4,1.9102082723956995e-05,15.675910528756242,NN,1,{'NN'},0,meal,meal,meal,0.6026298247551586,128.4641480717381
meals,1,5,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,meal,meal,meal,0.26534398156860406,12.471167133724391
mean,329,4,0.0003927865760113,11.313966755021,VBP,7,"{'NN', 'VBD', 'NNP', 'VB', 'VBP', 'RB', 'JJ'}",0,mean,mean,mean,0.38754351770110523,1165.6812619856394
meand,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,meand,meand,meand,0.519631963905183,12.471167133724391
meaner,1,6,1.1938801702473122e-06,19.675910528756244,JJR,1,{'JJR'},0,meaner,meaner,mean,0.3117791783431098,12.471167133724391
meanest,1,7,1.1938801702473122e-06,19.675910528756244,JJS,1,{'JJS'},0,meanest,meanest,meanest,0.6928426185402439,12.471167133724391
meani,3,5,3.581640510741937e-06,18.090948028035086,VBP,1,{'VBP'},0,meani,meani,mean,0.8713738357557413,32.65861389900971
meanif,1,6,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,meanif,meanif,mean,0.27713704741609757,12.471167133724391
meaniits,1,8,1.1938801702473122e-06,19.675910528756244,VBD,1,{'VBD'},0,meaniit,meaniit,meaniit,0.8314111422482927,12.471167133724391
meaning,21,7,2.507148357519356e-05,15.283593105977484,NN,3,"{'NN', 'NNP', 'VBG'}",0,mean,mean,mean,0.3912294425430981,156.2415527853353
meaningful,3,10,3.581640510741937e-06,18.090948028035086,JJ,1,{'JJ'},0,meaning,meaning,mean,0.5797036236193694,32.65861389900971
meaningless,1,11,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,meaningless,meaningless,meaningless,0.6235583566862196,12.471167133724391
meanlike,1,8,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,meanlik,meanlik,meanlik,0.890797652408885,12.471167133724391
means,56,5,6.685728953384949e-05,13.86855560669864,VBZ,6,"{'NN', 'VBD', 'VBZ', 'VBP', 'JJ', 'NNS'}",0,mean,mean,mean,0.606853214567952,341.36554719748335
meant,32,5,3.820416544791399e-05,14.675910528756242,VBN,5,"{'NN', 'VBD', 'VB', 'VBP', 'VBN'}",0,meant,meant,meant,0.7808459726922652,220.78239801930775
meantime,6,8,7.163281021483874e-06,17.090948028035086,NNP,4,"{'NN', 'NNP', 'JJ', 'NNS'}",0,meantim,meantim,meantim,0.9456728742513537,59.31722779801941
meanttoo,1,8,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,meanttoo,meanttoo,meanttoo,1.3856852370804877,12.471167133724391
meanwhenever,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,meanwhenev,meanwhenev,meanwhenev,0.3779141555674058,12.471167133724391
meanwhile,15,9,1.7908202553709684e-05,15.769019933147725,NNP,4,"{'RB', 'NN', 'NNP', 'JJ'}",0,meanwhil,meanwhil,meanwhil,0.6924143537112449,128.4641480717381
meanyale,1,8,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,meanyal,meanyal,meany,0.1558895891715549,12.471167133724391
measly,2,6,2.3877603404946244e-06,18.675910528756244,RB,1,{'RB'},0,measli,measli,meas,0.557986636595191,22.942334267448782
measure,8,7,9.551041361978498e-06,16.675910528756244,NN,2,"{'NN', 'VB'}",0,measur,measur,meas,0.6338624489100952,75.76933706979513
measured,4,8,4.775520680989249e-06,17.675910528756244,JJ,2,"{'JJ', 'VBN'}",0,measur,measur,meas,0.32609087948534105,41.884668534897564
measurements,3,12,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'NNS'}",0,measur,measur,meas,0.42600397969623827,32.65861389900971
measures,2,8,2.3877603404946244e-06,18.675910528756244,VBZ,2,"{'VBZ', 'NNS'}",0,measur,measur,meas,1.2290536214704704,22.942334267448782
measuring,3,9,3.581640510741937e-06,18.090948028035086,VBG,2,"{'NN', 'VBG'}",0,measur,measur,meas,0.4385375844223285,32.65861389900971
meat,55,4,6.566340936360218e-05,13.894550815231582,NN,3,"{'NN', 'NNP', 'NNS'}",0,meat,meat,meat,1.723777746225672,280.2448316796236
meatballs,2,9,2.3877603404946244e-06,18.675910528756244,NNS,1,{'NNS'},0,meatbal,meatbal,meatbal,0.7647444755816261,22.942334267448782
meatloaf,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,meatloaf,meatloaf,meatloaf,0.3117791783431098,12.471167133724391
meats,1,5,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,meat,meat,meat,1.1337424667022173,12.471167133724391
meaty,5,5,5.969400851236562e-06,17.35398243386888,NN,1,{'NN'},0,meati,meati,meaty,0.43015309369721616,50.74619519418515
meback,1,6,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,meback,meback,meback,1.3856852370804877,12.471167133724391
mecca,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,mecca,mecca,mecc,0.542224657988017,12.471167133724391
mechanic,5,8,5.969400851236562e-06,17.35398243386888,NN,3,"{'NN', 'NNP', 'JJ'}",0,mechan,mechan,mech,1.3330944927996256,50.74619519418515
mechanical,16,10,1.9102082723956995e-05,15.675910528756242,NNP,4,"{'NN', 'NNP', 'JJ', 'IN'}",0,mechan,mechan,mech,0.49798856396978103,128.4641480717381
mechanically,8,12,9.551041361978498e-06,16.675910528756244,RB,4,"{'RB', 'NN', 'VBP', 'VBD'}",0,mechan,mechan,mech,0.9432064440957497,75.76933706979513
mechanics,3,9,3.581640510741937e-06,18.090948028035086,NNP,3,"{'NN', 'NNP', 'NNS'}",0,mechan,mechan,mech,0.7647444755816261,22.942334267448782
mechanism,2,9,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,mechan,mechan,mech,1.5294889511632521,22.942334267448782
mechanisms,2,10,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'NNS'}",0,mechan,mechan,mech,3.1285001273793793,22.942334267448782
mechanized,1,10,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,mechan,mechan,mech,0.7335980666896701,12.471167133724391
mechanoid,3,9,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'JJ'}",0,mechanoid,mechanoid,mechanoid,1.0959512408309653,32.65861389900971
med,29,3,3.4622524937172054e-05,14.817929533628671,NNP,5,"{'VBD', 'NNP', 'VB', 'JJ', 'VBN'}",0,med,med,med,1.5152035950174574,135.53867413959026
medal,7,5,8.357161191731187e-06,16.86855560669864,NN,2,"{'NN', 'VBP'}",0,medal,medal,med,1.8994465059089087,22.942334267448782
medallion,4,9,4.775520680989249e-06,17.675910528756244,NN,3,"{'NN', 'VBP', 'VBD'}",0,medallion,medallion,medal,1.3790153144860247,41.884668534897564
medcu,8,5,9.551041361978498e-06,16.675910528756244,NNP,1,{'NNP'},0,medcu,medcu,medcu,3.060804838716849,67.6466854816675
meddle,1,6,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,meddl,meddl,meddl,1.78159530481777,12.471167133724391
meddling,1,8,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,meddl,meddl,meddl,2.4942334267448785,12.471167133724391
medea,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,medea,medea,mede,0.49884668534897564,12.471167133724391
media,7,5,8.357161191731187e-06,16.86855560669864,NNS,2,"{'VBD', 'NNS'}",0,media,media,med,0.7871793602100748,67.6466854816675
medical,43,7,5.133684732063443e-05,14.249645774054144,JJ,4,"{'NN', 'NNP', 'JJ', 'VB'}",0,medic,medic,med,0.6940392143429389,285.9695615534812
medically,1,9,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,medic,medic,med,1.78159530481777,12.471167133724391
medicated,2,9,2.3877603404946244e-06,18.675910528756244,JJ,2,"{'JJ', 'VBN'}",0,medic,medic,med,1.4773472823735958,22.942334267448782
medication,3,10,3.581640510741937e-06,18.090948028035086,VBP,3,"{'NN', 'NNP', 'VBP'}",0,medic,medic,med,0.7692062624901684,32.65861389900971
medicine,15,8,1.7908202553709684e-05,15.769019933147725,NN,2,"{'NN', 'NNP'}",0,medicin,medicin,medicin,1.1012200850946852,121.29337096333502
medicines,1,9,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,medicin,medicin,medicin,0.6928426185402439,12.471167133724391
medieval,5,8,5.969400851236562e-06,17.35398243386888,NNP,3,"{'NN', 'NNP', 'JJ'}",0,mediev,mediev,mediev,0.6499511525311163,41.884668534897564
mediocre,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,mediocr,mediocr,mediocr,0.7794479458577744,12.471167133724391
meditating,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,medit,medit,medit,0.1640943043911104,12.471167133724391
meditation,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,medit,medit,medit,0.28343561667555434,12.471167133724391
meditative,1,10,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,medit,medit,medit,1.2471167133724392,12.471167133724391
mediterranean,3,13,3.581640510741937e-06,18.090948028035086,NNP,1,{'NNP'},0,mediterranean,mediterranean,mediter,1.0113823313660302,32.65861389900971
medium,8,6,9.551041361978498e-06,16.675910528756244,NN,2,"{'NN', 'JJ'}",0,medium,medium,med,0.7600556976323788,75.76933706979513
meds,1,4,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,med,med,med,0.8314111422482927,12.471167133724391
medusa,1,6,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,medusa,medusa,medus,1.3856852370804877,12.471167133724391
meee,1,4,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,meee,meee,mee,0.7794479458577744,12.471167133724391
meek,2,4,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'JJ'}",0,meek,meek,meek,0.6723530975508316,22.942334267448782
meeker,1,6,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,meeker,meeker,meek,0.542224657988017,12.471167133724391
meekly,1,6,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,meekli,meek,meek,0.9593205487480301,12.471167133724391
meerkat,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,meerkat,meerkat,meerk,1.78159530481777,12.471167133724391
meet,123,4,0.0001468472609404,12.733396023417002,VB,7,"{'NN', 'VBD', 'NNP', 'VB', 'VBP', 'JJ', 'NNS'}",0,meet,meet,meet,0.514911541437347,600.1556512206631
meetan,1,6,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,meetan,meetan,meet,0.519631963905183,12.471167133724391
meeting,30,7,3.581640510741937e-05,14.769019933147725,NN,3,"{'NN', 'NNP', 'VBG'}",0,meet,meet,meet,0.5202103594023497,202.03891280516578
meetings,5,8,5.969400851236562e-06,17.35398243386888,NN,2,"{'NN', 'NNS'}",0,meet,meet,meet,0.5467603522605807,50.74619519418515
meets,11,5,1.3132681872720436e-05,16.216478910118944,VBZ,2,"{'VBZ', 'NNS'}",0,meet,meet,meet,0.822771326929379,99.12909066595805
meg,4,3,4.775520680989249e-06,17.675910528756244,NNP,1,{'NNP'},0,meg,meg,meg,0.9868659501029932,41.884668534897564
megan,2,5,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,megan,megan,meg,1.1877302032118466,12.471167133724391
megaphone,8,9,9.551041361978498e-06,16.675910528756244,NN,2,"{'NN', 'NNP'}",0,megaphon,megaphon,megaphon,1.076427895503521,41.884668534897564
megatons,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,megaton,megaton,megaton,0.519631963905183,12.471167133724391
megive,1,6,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,megiv,megiv,meg,0.41570557112414636,12.471167133724391
megs,1,4,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,meg,meg,meg,1.1337424667022173,12.471167133724391
mei,2,3,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'JJ'}",0,mei,mei,mei,0.24633596088446608,22.942334267448782
meigs,2,5,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,meig,meig,meig,0.2445326888965567,12.471167133724391
meim,2,4,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,meim,meim,meim,0.6389774795973799,22.942334267448782
mel,1,3,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,mel,mel,mel,0.5938651016059233,12.471167133724391
melancholy,5,10,5.969400851236562e-06,17.35398243386888,JJ,2,"{'NN', 'JJ'}",0,melancholi,melancholi,melancho,1.0607132057744266,50.74619519418515
melange,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,melang,melang,melang,0.41570557112414636,12.471167133724391
melania,2,7,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,melania,melania,melan,0.7335980666896701,12.471167133724391
meld,1,4,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,meld,meld,meld,1.2471167133724392,12.471167133724391
melee,3,5,3.581640510741937e-06,18.090948028035086,NN,1,{'NN'},0,mele,mele,mel,0.8658268145611642,32.65861389900971
melissa,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,melissa,melissa,meliss,2.078527855620732,12.471167133724391
mellow,3,6,3.581640510741937e-06,18.090948028035086,NNP,3,"{'NNP', 'JJ', 'VB'}",0,mellow,mellow,mellow,0.3086230327898005,32.65861389900971
mellowed,1,8,1.1938801702473122e-06,19.675910528756244,VBD,1,{'VBD'},0,mellow,mellow,mellow,3.1177917834310978,12.471167133724391
melodic,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,melod,melod,melod,2.4942334267448785,12.471167133724391
melodically,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,melod,melod,melod,2.4942334267448785,12.471167133724391
melodramatic,2,12,2.3877603404946244e-06,18.675910528756244,RB,2,"{'RB', 'JJ'}",0,melodramat,melodramat,melodram,0.38134158485876235,22.942334267448782
melodramatically,1,16,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,melodramat,melodramat,melodram,1.78159530481777,12.471167133724391
melody,4,6,4.775520680989249e-06,17.675910528756244,NN,1,{'NN'},0,melodi,melodi,melody,0.8051692909644134,41.884668534897564
melon,1,5,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,melon,melon,melon,1.2471167133724392,12.471167133724391
melrose,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,melros,melros,melros,1.5588958917155489,12.471167133724391
melt,10,4,1.1938801702473123e-05,16.35398243386888,VB,4,"{'VBD', 'RB', 'FW', 'VB'}",0,melt,melt,melt,0.37707096183662514,91.4923903883703
meltdown,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,meltdown,meltdown,meltdown,2.078527855620732,12.471167133724391
melted,6,6,7.163281021483874e-06,17.090948028035086,VBN,3,"{'VBD', 'NN', 'VBN'}",0,melt,melt,melt,1.0964379933017407,59.31722779801941
melting,13,7,1.552044221321506e-05,15.975470810615152,VBG,4,"{'NN', 'VBG', 'JJ', 'VBD'}",0,melt,melt,melt,0.7578575601842849,106.63445559603882
melts,6,5,7.163281021483874e-06,17.090948028035086,NN,4,"{'NN', 'NNP', 'VBZ', 'NNS'}",0,melt,melt,melt,0.5873107094069382,59.31722779801941
melvyn,3,6,3.581640510741937e-06,18.090948028035086,NNP,1,{'NNP'},0,melvyn,melvyn,melvyn,0.9353375350293293,12.471167133724391
member,19,6,2.268372323469893e-05,15.427983015312655,NNP,2,"{'NN', 'NNP'}",0,member,member,memb,0.6086836602093187,106.63445559603882
members,28,7,3.3428644766924746e-05,14.86855560669864,NNS,5,"{'NN', 'NNPS', 'NNP', 'VBP', 'NNS'}",0,member,member,memb,0.5913172418474009,202.03891280516578
membrane,2,8,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,membran,membran,membr,0.30726340536761765,22.942334267448782
mementoes,1,9,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,memento,memento,memento,0.34642130927012194,12.471167133724391
mementos,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,memento,memento,memento,1.5588958917155489,12.471167133724391
memerchant,1,10,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,memerch,memerch,memerch,0.3779141555674058,12.471167133724391
memo,8,4,9.551041361978498e-06,16.675910528756244,NN,2,"{'NN', 'NNP'}",0,memo,memo,memo,1.4454683622096782,41.884668534897564
memorabilia,8,11,9.551041361978498e-06,16.675910528756244,NNP,2,"{'NN', 'NNP'}",0,memorabilia,memorabilia,memorabil,0.8472873400764034,75.76933706979513
memoranda,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,memoranda,memoranda,memorand,0.23530504025895077,12.471167133724391
memorial,26,8,3.104088442643012e-05,14.975470810615152,NN,3,"{'NN', 'NNP', 'JJ'}",0,memori,memori,mem,1.600613514008591,114.0194564025829
memories,14,8,1.6714322383462373e-05,15.86855560669864,NNS,3,"{'NN', 'NNP', 'NNS'}",0,memori,memori,mem,0.7877740738696569,114.0194564025829
memory,27,6,3.223476459667743e-05,14.921023026592774,NN,3,"{'NN', 'NNP', 'NNS'}",0,memori,memori,mem,0.5383015475596115,195.68277359874168
memorybut,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,memorybut,memorybut,memorybut,0.7794479458577744,12.471167133724391
memove,1,6,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,memov,memov,memov,0.7794479458577744,12.471167133724391
memphis,10,7,1.1938801702473123e-05,16.35398243386888,NNP,1,{'NNP'},0,memphi,memphi,memph,1.13956385940672,75.76933706979513
men,332,3,0.0003963682165221,11.30087109740932,NNS,8,"{'NN', 'PRP$', 'NNP', 'VBZ', 'VB', 'VBP', 'JJ', 'NNS'}",0,men,men,men,0.6772928318726008,1008.8654503751919
menace,3,6,3.581640510741937e-06,18.090948028035086,NN,1,{'NN'},0,menac,menac,menac,0.4856809965244209,32.65861389900971
menaces,1,7,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,menac,menac,menac,0.6563772175644416,12.471167133724391
menacing,11,8,1.3132681872720436e-05,16.216478910118944,NN,4,"{'NN', 'NNP', 'VBG', 'JJ'}",0,menac,menac,menac,0.7601843543812808,99.12909066595805
menacingly,6,10,7.163281021483874e-06,17.090948028035086,RB,3,"{'RB', 'NN', 'NNS'}",0,menacingli,menac,menac,0.381294115642463,59.31722779801941
menage,1,6,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,menag,menag,men,0.5668712333511087,12.471167133724391
menagerie,2,9,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,menageri,menageri,menagery,0.7598422674048209,22.942334267448782
mend,1,4,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,mend,mend,mend,6.2355835668621955,12.471167133724391
mended,2,6,2.3877603404946244e-06,18.675910528756244,VBD,2,"{'VBD', 'JJ'}",0,mend,mend,mend,1.0949750445827828,22.942334267448782
mending,1,7,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,mend,mend,mend,1.3856852370804877,12.471167133724391
menewt,1,6,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,menewt,menewt,menewt,0.5938651016059233,12.471167133724391
mengele,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,mengel,mengel,mengel,1.3856852370804877,12.471167133724391
meningitis,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,mening,mening,meningit,2.4942334267448785,12.471167133724391
meningoencephalitis,1,19,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,meningoenceph,meningoenceph,meningoencephalit,0.9593205487480301,12.471167133724391
menopause,2,9,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,menopaus,menopaus,menopaus,0.7508400305710511,22.942334267448782
menorah,2,7,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,menorah,menorah,menorah,0.6235583566862196,12.471167133724391
mens,20,4,2.3877603404946247e-05,15.35398243386888,NN,4,"{'NN', 'NNP', 'JJ', 'NNS'}",0,men,men,men,0.7011672851015927,142.52297297205888
menstrual,1,9,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,menstrual,menstrual,menst,1.1337424667022173,12.471167133724391
menstruating,1,12,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,menstruat,menstruat,menstru,0.6928426185402439,12.471167133724391
ment,1,4,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,ment,ment,ment,0.22674849334044347,12.471167133724391
mental,23,6,2.7459243915688184e-05,15.15234857269923,JJ,3,"{'NN', 'NNP', 'JJ'}",0,mental,mental,ment,0.6201163952828996,176.2581813319161
mentality,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,mental,mental,ment,0.5668712333511087,12.471167133724391
mentally,3,8,3.581640510741937e-06,18.090948028035086,RB,1,{'RB'},0,mental,mental,ment,0.3848911571474007,32.65861389900971
mention,27,7,3.223476459667743e-05,14.921023026592774,NN,4,"{'NN', 'VB', 'VBP', 'VBD'}",0,mention,mention,ment,0.5896630115435401,208.33955005214492
mentioned,6,9,7.163281021483874e-06,17.090948028035086,VBD,1,{'VBD'},0,mention,mention,ment,0.6498047905340529,59.31722779801941
mentions,2,8,2.3877603404946244e-06,18.675910528756244,NNS,1,{'NNS'},0,mention,mention,ment,0.605422709835454,22.942334267448782
ments,1,5,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,ment,ment,ment,2.4942334267448785,12.471167133724391
menu,5,4,5.969400851236562e-06,17.35398243386888,NN,1,{'NN'},0,menu,menu,menu,1.16898394325045,41.884668534897564
menus,4,5,4.775520680989249e-06,17.675910528756244,NN,2,"{'NN', 'NNS'}",0,menu,menus,men,0.44390273126680574,32.65861389900971
meow,5,4,5.969400851236562e-06,17.35398243386888,NN,2,"{'NN', 'NNP'}",0,meow,meow,meow,0.6316181384812654,32.65861389900971
meowing,2,7,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NN', 'NNP'}",0,meow,meow,meow,0.4132470147552886,22.942334267448782
mepleasecomeandgetmecome,1,24,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,mepleasecomeandgetmecom,mepleasecomeandgetmecom,mepleasecomeandgetmecom,0.1640943043911104,12.471167133724391
mercedes,3,8,3.581640510741937e-06,18.090948028035086,NNP,1,{'NNP'},0,merced,merced,merc,0.6855663859380738,22.942334267448782
merchandise,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,merchandis,merchandis,merchand,0.1948619864644436,12.471167133724391
merchandising,1,13,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,merchandis,merchandis,merchand,0.1948619864644436,12.471167133724391
merchant,7,8,8.357161191731187e-06,16.86855560669864,NNP,2,"{'NN', 'NNP'}",0,merchant,merchant,merch,0.952179945146202,50.74619519418515
merchants,1,9,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,merchant,merchant,merch,6.2355835668621955,12.471167133724391
merciful,4,8,4.775520680989249e-06,17.675910528756244,JJ,3,"{'NNP', 'JJ', 'VBN'}",0,merci,merci,mercy,0.561798347902031,41.884668534897564
mercifully,2,10,2.3877603404946244e-06,18.675910528756244,RB,1,{'RB'},0,merci,merci,mercy,0.9104100899781262,22.942334267448782
merciless,4,9,4.775520680989249e-06,17.675910528756244,NN,1,{'NN'},0,merciless,merciless,merciless,1.1697925833854552,41.884668534897564
mercilessly,2,11,2.3877603404946244e-06,18.675910528756244,RB,1,{'RB'},0,mercilessli,merciless,merciless,2.213734008262602,22.942334267448782
mercury,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,mercuri,mercuri,mercury,0.519631963905183,12.471167133724391
mercy,9,5,1.074492153222581e-05,16.505985527313932,NN,2,"{'NN', 'VBN'}",0,merci,merci,mercy,0.5812847722158293,83.71117919053872
mere,6,4,7.163281021483874e-06,17.090948028035086,JJ,1,{'JJ'},0,mere,mere,mer,0.790409906036842,59.31722779801941
meredith,2,8,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,meredith,meredith,meredi,1.02762538906281,22.942334267448782
merely,7,6,8.357161191731187e-06,16.86855560669864,RB,1,{'RB'},0,mere,mere,mer,0.6348561289896492,67.6466854816675
merge,2,5,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VB'}",0,merg,merg,merg,0.3071912269778202,22.942334267448782
mergency,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,mergenc,mergenc,merg,2.4942334267448785,12.471167133724391
mergers,3,7,3.581640510741937e-06,18.090948028035086,NNS,2,"{'NNP', 'NNS'}",0,merger,merger,merg,0.5600401462592716,22.942334267448782
merges,1,6,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,merg,merg,merg,0.3041748081396193,12.471167133724391
meridian,1,8,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,meridian,meridian,merid,0.6235583566862196,12.471167133724391
meridians,1,9,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,meridian,meridian,merid,1.1337424667022173,12.471167133724391
merit,2,5,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NN', 'NNP'}",0,merit,merit,merit,0.8081958662396731,22.942334267448782
merle,2,5,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,merl,merl,merl,0.8678843555120428,22.942334267448782
merlin,8,6,9.551041361978498e-06,16.675910528756244,NNP,2,"{'NNP', 'JJ'}",0,merlin,merlin,merlin,2.9343922667586804,12.471167133724391
mermaid,2,7,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NN', 'NNP'}",0,mermaid,mermaid,mermaid,1.5588958917155489,12.471167133724391
mernory,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,mernori,mernori,mern,0.5668712333511087,12.471167133724391
merrick,187,7,0.0002232555918362,12.129016068868609,NNP,3,"{'NNP', 'JJ', 'NNS'}",0,merrick,merrick,merrick,4.105488457626142,202.03891280516578
merricks,8,8,9.551041361978498e-06,16.675910528756244,NNP,1,{'NNP'},0,merrick,merrick,merrick,2.107175343301402,50.74619519418515
merrill,331,7,0.0003951743363518,11.305223121949023,NNP,4,"{'NN', 'NNP', 'VB', 'VBP'}",0,merril,merril,merril,2.2266482320876713,325.07917925619745
